Player id,Country id
177876,25
215274,25
321641,25
228936,25
298664,25
175689,25
159304,25
214377,25
378836,25
233333,25
298655,25
298662,25
228942,25
306780,25
288824,25
359223,25
309420,25
207761,26
291393,26
330689,26
268149,26
307849,26
212410,26
268414,26
321745,26
291389,26
268406,26
375754,26
312679,26
198546,26
298676,26
278126,26
363578,26
268411,26
291398,26
274329,26
274283,26
356518,26
274281,26
306818,26
230517,27
318768,27
215513,27
358024,27
297112,27
228336,27
214887,27
168832,27
299086,27
358022,27
228351,27
215484,27
215471,27
228328,27
360111,27
321731,27
299090,27
360109,27
319298,27
362649,27
319413,27
323556,27
362645,27
373400,28
228715,28
349572,28
375459,28
290452,28
178842,28
202544,28
184545,28
349574,28
184447,28
305972,28
279417,28
181930,28
349578,28
275793,28
202280,28
229450,28
302630,28
303419,28
349576,28
349568,28
336869,28
332827,28
358891,29
186808,29
297383,29
302539,29
358048,29
300235,29
216435,29
358049,29
186787,29
300237,29
186793,29
367333,29
216432,29
358893,29
216438,29
215017,29
369983,29
358046,29
379985,29
358881,29
367343,29
358869,29
358885,29
336435,30
297103,30
358015,30
299878,30
367388,30
248373,30
297106,30
274135,30
358011,30
358013,30
358014,30
182021,30
212246,30
254141,30
214571,30
358012,30
359448,30
297105,30
317056,30
319340,30
336434,30
359440,30
368860,30
358112,31
358120,31
290903,31
290902,31
358108,31
273996,31
375523,31
290821,31
290825,31
358114,31
216874,31
290904,31
216004,31
290824,31
216006,31
290864,31
216880,31
290822,31
298738,31
358106,31
379911,31
380663,31
379910,31
270144,32
307529,32
236530,32
214876,32
237058,32
336837,32
271182,32
268821,32
268822,32
313805,32
307026,32
339447,32
183796,32
183798,32
209940,32
208120,32
214874,32
301165,32
199160,32
199175,32
312987,32
379974,32
307541,32
