Player id,Club id
336722,1
218253,1
368902,2
362641,3
314197,4
229397,4
318601,4
228627,4
306954,4
200179,4
183857,4
177855,4
190962,4
216973,4
182372,4
200261,4
303034,4
212306,5
215002,5
356403,5
278732,5
229498,5
229884,6
207906,6
216567,6
229499,6
290864,6
367920,6
358106,6
313410,6
368655,6
305372,7
228599,8
217315,8
196842,8
274034,8
268596,8
267811,8
254167,8
290902,8
202544,8
212246,8
356748,8
358009,8
269859,8
379910,8
300409,9
228528,9
200176,9
198106,9
208016,9
216004,9
233703,9
207924,9
182379,9
299956,9
184615,10
196897,10
358692,10
311148,10
268474,10
320375,10
376230,10
271550,11
359235,11
358114,11
318034,11
261029,11
216627,11
216646,11
229443,11
175413,11
216820,11
298613,11
364088,11
227851,12
354859,13
269768,13
318688,13
376349,13
182206,14
187203,14
315429,14
286259,14
358099,14
200133,14
298662,14
286278,15
312316,15
291393,15
209940,15
268411,15
270775,16
306532,16
274090,16
214961,16
274135,16
178963,16
197464,16
298738,16
356189,16
336043,16
233952,17
356411,18
297331,18
233530,18
367555,18
319460,18
332293,18
338673,19
373224,20
312432,20
271253,20
361222,20
312116,20
336450,20
379894,21
208353,22
296994,23
380000,23
339508,24
213878,24
213001,25
183798,25
214384,26
210704,26
356669,26
170667,27
306548,27
183864,27
218306,27
312868,27
185385,27
273996,27
305764,27
298959,27
234463,27
271043,27
270948,27
271414,28
296297,28
296312,28
380009,28
275096,29
189259,29
356466,29
270301,30
319358,30
209989,30
210212,30
214407,30
201200,31
297103,31
266800,31
207528,31
218284,31
241559,31
196900,31
216814,31
269784,31
275931,31
176644,31
359440,31
323623,32
235097,33
367333,33
356399,34
347716,34
289027,34
365556,34
309716,35
369546,35
301059,36
233500,36
183000,36
175524,36
228936,36
216964,36
200209,36
359223,36
364763,37
214135,37
217313,37
210214,37
210213,37
196789,38
305036,38
358015,38
356198,38
297705,38
207888,38
216880,38
254141,38
358012,38
330565,38
367261,39
313832,39
254166,39
290824,39
276132,39
329092,39
319340,39
308082,39
356704,39
207761,40
356162,40
275136,41
300411,42
198489,42
321736,42
332827,42
319470,43
319311,44
305972,44
195231,44
321722,45
184616,45
321653,45
375518,45
309316,45
196752,45
248373,45
367913,45
375523,45
275162,45
196748,45
228912,45
299442,45
270714,45
369094,45
352394,46
311150,46
195223,46
299090,46
356933,46
358694,46
379952,46
207851,47
368973,47
353118,48
254089,48
298677,48
230517,49
216990,49
216970,50
189300,50
214571,50
379911,50
298681,51
297377,51
299896,51
200201,51
229506,52
238112,52
373400,53
184447,53
186455,54
299878,54
358011,54
291329,54
232760,54
317056,54
358891,55
186808,55
318172,55
300235,55
290821,55
216874,55
359428,55
367343,55
306900,56
336435,57
311554,57
202650,57
267834,58
359217,58
229392,58
358013,58
175689,58
358014,58
289964,58
207809,58
298655,58
368860,58
214410,59
183893,59
200259,59
217172,60
309426,60
358112,61
290903,61
299960,61
305768,61
178420,61
369392,61
216071,62
196812,63
318768,63
168832,63
228715,64
270144,65
311850,65
349572,66
375459,66
349512,67
296633,67
200935,67
214404,67
366573,68
230739,68
239424,68
200219,68
291372,68
356612,68
349631,68
339987,68
330689,69
312679,69
254091,69
238072,70
268406,70
313874,71
229440,71
297383,72
297839,73
302381,73
350003,73
268149,74
184291,75
307529,76
358022,76
321731,76
362649,76
323556,76
177927,77
379972,77
276131,77
378836,77
233333,77
185641,78
290186,79
299198,79
209119,79
228336,79
181406,79
302539,80
344714,80
186787,80
186793,80
215017,80
358869,80
307849,81
251352,81
216069,81
367393,82
239237,82
367347,83
275112,84
319438,85
214876,85
315614,85
336098,85
369058,86
215623,86
309714,86
358048,87
279417,87
216432,87
216438,87
369983,87
358046,87
358881,87
358120,88
187258,88
359381,88
367918,88
196633,88
200205,88
313559,88
330659,89
213953,90
339447,90
214874,90
236530,91
234551,92
350124,92
237058,93
290452,94
181698,94
286238,94
362727,95
358108,95
290825,95
290904,95
297105,95
379939,95
367388,96
267543,96
177876,96
196605,96
294619,96
215274,96
321641,96
298664,96
228617,96
267829,96
159304,96
214377,96
379886,97
269058,98
267647,98
200199,98
299887,98
266783,98
216435,99
297373,99
355997,100
336869,100
178299,101
356731,102
371044,102
289195,102
209960,102
215513,103
214887,103
360111,103
319298,103
214228,104
209827,104
321971,104
230121,104
358024,105
336485,105
309420,105
353235,106
316997,107
286481,107
299064,107
200130,107
375453,107
356407,108
356676,108
178842,109
360642,109
201787,110
349517,110
312672,111
307026,111
316117,112
213879,112
311558,113
380069,113
217117,114
297106,115
294620,115
290931,115
274946,116
183882,116
175498,117
212410,118
184545,118
233531,119
179038,119
233167,120
298892,121
281252,121
354875,122
372989,123
379888,123
321697,124
367396,125
380663,125
360728,126
367433,126
209979,127
240718,127
358736,128
319428,128
313021,128
358732,128
336085,128
178119,129
303394,129
379264,129
349592,130
296118,131
353119,132
359448,132
376360,132
358049,133
300237,133
305378,134
184320,134
268414,135
321745,136
363578,136
274281,136
291389,137
267527,137
295153,138
268594,139
321734,139
369990,140
336837,141
297112,142
273291,142
230117,142
362881,142
229502,143
349574,144
198243,145
367557,145
370522,145
237949,146
213124,146
295157,146
306206,146
298582,147
199600,147
213170,148
318150,149
290605,150
197411,150
227839,151
304934,152
209502,152
296303,152
239433,153
253999,153
300407,154
311174,154
197514,155
300402,156
290800,157
365464,158
230114,158
180936,159
177768,160
184373,160
323698,161
271182,162
200847,163
373555,163
178403,164
319436,164
278072,165
329745,165
267344,165
353379,165
202655,166
364707,167
315424,167
306424,168
215208,169
3408,170
229436,170
268821,171
379974,171
349588,172
330693,173
216006,173
310048,174
268822,175
301165,175
199160,175
245156,176
178630,176
299086,177
185359,177
360109,177
200262,178
251481,179
375754,180
207946,181
176971,181
313805,182
208120,182
307541,182
233497,183
356409,184
216650,184
299904,184
379736,184
229439,185
216715,186
276139,186
339551,187
178185,187
213871,187
270400,187
306634,188
296273,189
183796,190
296827,191
181930,192
275793,192
229450,192
288961,193
298516,193
356711,194
356459,195
291332,195
216642,196
